SampleID,Number of samples,Max A,Max B,Min A,Min B,Mean A,Mean B,Sd A,Sd B
train2987,5615,66517,55210,-83410,-27920,0.0049866429,0.0037399822,9999.1134471648,9999.1165915309
train5241,1416,48624,12893,-24450,-40076,0.0141242938,-0.0105932203,9996.4814427716,9996.4748722769
train4718,3828,37270,64903,-42022,-26211,0.0044409613,-0.0107105538,9998.7001976695,9998.696173447
train10077,1632,33310,41323,-33338,-81786,0.0006127451,-0.0018382353,9996.9448142663,9996.9257637586
train6562,2470,28805,68526,-61963,-21254,-0.008097166,0.0020242915,9997.9768662744,9997.9808704673
train2873,890,1,1,0,0,0.5606741573,0.6123595506,0.4963049936,0.4872117932
train15988,4771,50100,1,-84826,0,0.0002095997,0.4778872354,9998.9524166124,0.4995107863
train9040,2423,131662,50768,-34253,-33510,-0.0041271151,0.0160957491,9997.9435930985,9997.9404075567
train10538,2182,10,36576,1,-23871,5.1347387718,0.0036663611,2.7686859366,9997.7092182752
train14666,820,61194,2549,-70205,-110164,-0.0158536585,0.0073170732,9993.888297403,9993.9091522711
train9639,1034,35356,29673,-49641,-73421,0.000967118,-0.0048355899,9995.1642294605,9995.1600460042
train11148,1208,21,1912,1,-235002,8.613410596,-0.0206953642,6.5184698584,9995.8341375147
train8407,1386,25707,40965,-44344,-29524,0.0079365079,0.0057720058,9996.3915426355,9996.4006606055
train12383,698,31418,19617,-66048,-39896,-0.0673352436,0.0028653295,9993.0108345006,9992.826003049
train6500,2627,22282,20147,-21646,-47358,-0.0072325847,0.0019033118,9998.0933922595,9998.0959654207
train5671,1537,82919,25171,-31922,-34075,0.0130123617,0.0006506181,9996.7464572467,9996.7489280978
train10759,597,15161,84804,-70344,-8268,-0.0284757119,0.0184254606,9991.6233192424,9991.622030917
train437,870,9745,63608,-67849,-15401,-0.008045977,0.0068965517,9994.2543426437,9994.2494439092
train8136,1381,21661,235972,-27859,-1799,-0.0014482259,-0.0094134685,9996.3736109661,9996.3903116819
train11407,1983,25521,22267,-39410,-57349,0.0040342915,0.019667171,9997.4797531684,9997.5012127712
train2669,1107,43942,6531,-16534,-30814,0.0009033424,0.0018066847,9995.4883437203,9995.4792128124
train5916,3072,26901,33294,-51957,-7022,0.0029296875,0.0052083333,9998.3759985829,9998.3715910457
train10938,2446,23786,96578,-103294,-16975,-0.001635323,-0.0004088307,9997.9479695484,9997.9588292731
train9126,5517,7190,38908,-97021,-36670,0.0012688055,0,9999.0878271753,9999.0905382343
train9348,3680,3705,39790,-46778,-39370,-0.0095108696,-0.0027173913,9998.6347032476,9998.64372558
train2770,907,34366,42017,-40877,-17989,-0.006615215,0.0110253583,9994.4886455242,9994.4988379021
train11294,1863,31664,86860,-34221,-31160,0.0048309179,-0.0053676865,9997.3158848369,9997.3136071718
train14850,1571,1,128933,0,-68321,0.7982176957,-0.0031826862,0.4013305445,9996.8384830217
train4269,717,175122,61609,-4622,-50155,0.0055788006,0.0181311018,9993.0314277365,9993.022272872
train8153,5966,31473,68460,-41617,-23326,0.0001676165,0.0087160577,9999.1564075369,9999.1557132992
train15441,1528,26,34699,1,-37351,11.3907068063,-0.0045811518,8.3854987347,9996.7197679256
train13773,2862,10095,45276,-24417,-23231,0.0041928721,0.0055904962,9998.2540327642,9998.2470960853
train1027,3583,78737,67101,-34784,-24748,0.0022327658,0.0069773932,9998.6066751341,9998.6000706511
train1410,819,119035,1,-4635,0,0.0061050061,0.4884004884,9993.8981838724,0.4998654332
train14453,6146,48717,4,-29112,1,-0.0004881224,2.3576309795,9999.1877891358,1.0650748777
train16053,2795,25831,26357,-39883,-13080,-0.004293381,-0.0050089445,9998.1964609035,9998.2189443246
train15339,1423,28476,7,-55639,1,0.0042164441,3.1946591708,9996.4880607553,1.4556163577
train10176,6652,13632,5,-39064,1,-0.0060132291,2.5932050511,9999.2523588809,0.8816984706
train2026,2131,1,35422,0,-32175,0.7489441577,-0.0065696856,0.4336205788,9997.6493904119
train6720,5854,127808,56411,-5552,-20743,-0.0015374103,-0.0076870516,9999.1418923334,9999.1430045716
train14735,1306,1106,33941,-214112,-32563,0.0076569678,0.0206738132,9996.1815538189,9996.1710115994
train4601,1162,66236,42188,-24584,-41709,0.0034423408,0.0154905336,9995.6963126395,9995.6958161149
train5409,2008,28634,31288,-34328,-17128,0.0024900398,-0.000498008,9997.5079786097,9997.508090889
train12709,3883,18094,40463,-62417,-32478,0.0074684522,0.0005150657,9998.7151444053,9998.7105763594
train15053,3482,51193,40027,-17322,-28136,0.0008615738,0.0005743825,9998.563214976,9998.5583968357
train3963,5646,46616,42054,-186698,-4457,0.0198370528,-0.0108041091,9999.1380515502,9999.1221122835
train7515,705,6890,36773,-81928,-17968,-0.0127659574,-0.0042553191,9992.9243230437,9992.921955418
train9708,2228,501,72304,-409025,-26207,0.0152603232,0.0080789946,9997.7469832128,9997.761611192
train14131,598,45791,1,-22514,0,-0.0050167224,0.1923076923,9991.6420929706,0.394113491
train9556,2278,36255,476155,-353293,-322,0.0096575944,-0.0144863916,9997.8097020917,9997.8148028726
train8632,603,33076,24612,-93218,-7085,-0.0182421227,0.0132669983,9991.7327196518,9991.7126802698
train3355,577,37034,25492,-20027,-36180,-0.0103986135,0.0051993068,9991.3426630924,9991.3345896393
train14803,3751,33269,45267,-27773,-21545,0.0031991469,0.0029325513,9998.6650101165,9998.6691147826
train4861,921,32012,39058,-65208,-31454,-0.0086862106,0.0152008686,9994.574677693,9994.5732310805
train9786,2592,60194,35993,-27016,-54541,-0.0015432099,-0.0050154321,9998.0627904087,9998.0748911433
train15794,2908,29793,28552,-36553,-22169,0.0061898212,0.0419532325,9998.2785541677,9998.2509023094
train3094,3688,18,20,1,1,10.6792299349,10.2402386117,5.3923483844,5.5493533214
train14484,1054,42696,26819,-29236,-30515,0.0151802657,0.0075901328,9995.273876535,9995.2600705785
train11527,932,13,28987,1,-33376,6.339055794,0.0010729614,4.2028574953,9994.6561676126
train9202,551,36073,27010,-44056,-34305,0,-0.0108892922,9990.9096553961,9990.9148808286
train12541,1436,3,86600,1,-20761,2.7339832869,0.0118384401,0.6562224211,9996.5222011928
train11032,6024,29804,27100,-41714,-37837,-0.0054780876,0.0021580345,9999.1351234628,9999.1752432379
train11455,4882,32,25286,1,-41767,16.8779188857,0.0010241704,9.8915383879,9998.9776161614
train1628,2787,25254,1,-19217,0,-0.0010764263,0.7337639038,9998.1998075563,0.4419891823
train13616,2144,155106,41826,-9880,-34385,0.0023320896,-0.0121268657,9997.6695588391,9997.6679899261
train5853,4940,90878,160348,-103432,-42090,-0.0076923077,-0.0064777328,9998.9857180121,9998.9827233363
train1404,1745,8012,7,-50390,1,-0.0051575931,3.6131805158,9997.1287123972,1.7753318989
train3473,7932,80475,39850,-11848,-35180,-0.0041603631,0.0016389309,9999.3829736698,9999.3670096244
train2983,980,40085,7,-28618,1,-0.0030612245,3.1704081633,9994.9098382367,2.0410436098
train6487,604,41551,42587,-32314,-47935,0.0066225166,0.0149006623,9991.7144797572,9991.7246909353
train4355,1816,22324,31973,-39931,-32593,-0.0154185022,-0.002753304,9997.2474159209,9997.2437321259
train2035,502,38030,43489,-27887,-21926,-0.0199203187,-0.0039840637,9990.0201986445,9990.0213424344
train10299,4979,11,25,1,1,2.3974693714,13.8622213296,1.413674368,5.175247448
train8983,1249,61382,122742,-16893,-76277,-0.0184147318,0.0008006405,9995.9993691863,9995.9837198558
train13928,2794,81591,30835,-20982,-42314,-0.0003579098,-0.0021474588,9998.21551911,9998.2157392098
train12194,3835,51924,32774,-43107,-40140,-0.1606258149,0.0065189048,9998.8181878073,9998.7014419564
train3820,2609,72214,111260,-48318,-29663,-0.0153315447,0.0103487926,9998.0898555011,9998.0205981329
train12743,524,4197,33054,-70081,-13507,0.0229007634,-0.0133587786,9990.4744580236,9990.4516917679
train10216,1522,27890,49560,-27643,-30676,-0.005913272,-0.0105124836,9996.704713853,9996.7125000848
train5635,2499,23773,44256,-17002,-20003,0.0008003201,-0.0112044818,9997.9987327196,9997.9921317103
train9421,2184,199902,23873,-2605,-84612,-0.0105311355,0.0132783883,9997.7052794958,9997.7213273472
train14501,602,22530,1,-10228,0,0.0182724252,0.3322259136,9991.7095071405,0.4710115242
train14753,3350,29561,36808,-68333,-16246,0.0002985075,0.0035820896,9998.50801552,9998.5108384625
train7902,1082,37437,46762,-22190,-18437,0.0046210721,-0.0018484288,9995.3688679717,9995.3664831803
train8786,949,249043,93356,-10119,-32322,0.0021074816,0,9994.7435555811,9994.7342069326
train11859,1435,6016,167587,-142402,-4886,0.0055749129,0.0174216028,9996.5300180991,9996.4991953914
train6309,1942,24772,64666,-12025,-18748,0.008753862,0.0164778579,9997.4257974807,9997.4277237906
train7266,806,55833,12864,-30759,-41103,0.0062034739,0.0111662531,9993.8023426637,9993.7912118092
train5942,4054,56084,34165,-50091,-36548,-0.0041933892,-0.0024666996,9998.7647790757,9998.772196677
train9489,1253,20817,162875,-47161,-5179,-0.0167597765,-0.0031923384,9995.9991407835,9996.0015002803
train13384,2099,70617,32414,-31641,-20431,-0.0042877561,-0.0004764173,9997.6255642905,9997.6184650806
train14128,1525,18,71501,1,-27933,10.0373770492,-0.0026229508,4.8048383749,9996.7256297607
train7043,3938,26246,12306,-35252,-43527,-0.0017775521,0.000253936,9998.726585109,9998.7265143536
train14963,5357,34086,28816,-58205,-12083,-0.0003733433,0.0140003733,9999.0620731511,9999.0626764553
train6943,859,41166,8551,-38774,-135294,0.0011641444,-0.0104772992,9994.1926174988,9994.1773042814
train8401,731,33810,35612,-37497,-25434,0.0054719562,-0.0068399453,9993.1554993627,9993.1541514488
train14,530,62101,22602,-33765,-24914,-0.0188679245,0.0056603774,9990.5378781117,9990.5471450997
train1567,509,24520,19065,-47669,-28690,0.0157170923,0.0353634578,9990.1573740015,9990.1821505666
train5678,1873,34973,52188,-30637,-25107,-0.0117458623,-0.0112119594,9997.3241386178,9997.3264254287
train3561,1000,55896,43448,-33156,-20737,0.005,-0.001,9994.9876514669,9995.0034967977
train8138,5610,32264,352,-44342,-351173,0.0007130125,0.3033868093,9999.1097266095,9999.1185847708
train10304,1149,25484,3,-79855,1,-0.1322889469,1.5430809399,9995.5982026578,0.5170020474
train8472,1915,19857,32726,-49245,-32015,-0.0067885117,0.0067885117,9997.3908503979,9997.38943828
train3567,907,21362,35851,-33361,-40516,-0.0044101433,0.0022050717,9994.4761675271,9994.4716361373
train16115,1263,29036,58424,-37029,-21445,0.0031670625,-0.0736342043,9996.0259653005,9995.9781465852
train3646,2412,19492,1,-35204,0,-0.1061359867,0.2512437811,9997.9243569491,0.4337284214
train8925,792,18156,59256,-160787,-34259,0.0113636364,0,9993.6774969352,9993.6630983708
train14576,949,46953,29453,-33228,-30358,0,-0.009483667,9994.7297790995,9994.7140519848
train4112,3365,41144,45490,-122348,-30405,0.0080237741,0.0062407132,9998.5113477512,9998.5200067495
train4411,708,56755,23916,-21070,-71475,0.0070621469,0,9992.9453766544,9992.9250906445
train13470,5278,77788,33593,-8239,-87346,0.0155361879,0.0024630542,9999.0229737065,9999.0546516115
train440,2864,1,27432,0,-53806,0.0027932961,0.0041899441,0.0527777755,9998.2570795002
train7638,4259,110412,245338,-195148,-37692,-0.002347969,0.0044611411,9998.8405444523,9998.81432237
train1817,5484,38391,122164,-32366,-91387,-0.0012764406,-0.0052881109,9999.0906139662,9999.0904623282
train14849,1463,1,32139,0,-23289,0.2877648667,-0.008202324,0.4527209385,9996.5914427335
train1974,663,12,29176,1,-64435,4.9426847662,0.0165912519,3.6303193709,9992.4396869414
train9885,1252,21034,37699,-31889,-41271,-0.0063897764,0.0239616613,9996.0101444659,9996.0212339216
train10148,1901,46784,60930,-27372,-32320,0.0005260389,0.0042083114,9997.3807364311,9997.3753915517
train11055,2469,26300,27897,-26375,-61959,0.0020251114,0.0012150668,9997.9732511351,9997.9881951816
train410,530,68635,50966,-22487,-16722,-0.0132075472,0.0283018868,9990.5561028014,9990.5646816228
train993,4353,25,141993,1,-24326,8.1350792557,-0.0057431656,6.7718314522,9998.8505984149
train5128,6787,39049,58338,-38069,-53803,-0.000294681,-0.001178724,9999.2636474583,9999.2620839276
train12407,2318,271060,77470,-2206,-22280,-0.072907679,0,9997.8551296979,9997.84355571
train3110,907,35175,16279,-24651,-20275,0.0044101433,0.0055126792,9994.4926768534,9994.5109017024
train12141,605,1,1,0,0,0.6280991736,0.9669421488,0.4833121163,0.1787876666
train15109,1023,4931,53628,-29446,-47669,0.19257087,0.0097751711,9995.2299354945,9995.1032195474
train15275,1717,19,105685,1,-26767,10.0302853815,0.066977286,6.222922716,9997.0885721403
train7587,5819,25815,72234,-50101,-27629,0.0022340608,0.007217735,9999.1363306619,9999.147209244
train15050,3944,33100,25424,-12398,-46930,-0.162525355,0.003296146,9998.8287611363,9998.7268266715
train10047,5391,32855,16366,-38702,-122685,0.0063068076,-0.0001854943,9999.0689178655,9999.0739601924
train9434,1628,73747,74884,-6410,-53116,-0.0030712531,0.0036855037,9996.9243951834,9996.9117955077
train7554,1291,38515,33957,-46096,-40449,-0.0030983734,0.00232378,9996.1274025115,9996.120104989
train8549,1088,46045,23111,-27086,-23645,0.0220588235,-0.0027573529,9995.4137302675,9995.3887902836
train14480,540,25011,35944,-30444,-25948,-0.0074074074,0.0111111111,9990.7255586786,9990.7388465457
train5081,1535,22642,40896,-33661,-19716,-0.009771987,-0.0123778502,9996.7391861675,9996.745757165
train3782,4523,76260,32606,-38975,-26068,0.0042007517,-0.2403272164,9998.8933387531,9999.0296412222
train9929,662,44322,39241,-16644,-18187,0.001510574,-0.0120845921,9992.4476843045,9992.4536170995
train9996,523,27139,23841,-30296,-22789,-0.0133843212,0.0152963671,9990.4283774149,9990.424952623
train9249,2294,148970,94391,-79452,-22891,-0.0047951177,0.0061028771,9997.8271547599,9997.8237470653
train15266,2055,5828,13,-261389,1,-0.0063260341,4.6360097324,9997.5715524537,2.8460700082
train7182,2247,81895,27710,-48323,-101742,0.0080106809,-0.0013351135,9997.7699580625,9997.7773287987
train3809,808,15096,1,-57078,0,0.0136138614,0.2339108911,9993.8429272239,0.4233161775
train5643,3805,17329,33726,-20663,-183921,-0.0094612352,0.0007884363,9998.6878927316,9998.6809491025
train14204,2805,22515,29,-26367,1,0.2007130125,15.4467023173,9998.2261528337,9.0668203169
train7889,893,98638,30028,-1703,-33460,-0.0179171333,0.0033594625,9994.4000109375,9994.3905714518
train7683,2590,39457,109193,-23272,-16949,0.0077220077,0.0131274131,9998.0695571415,9998.0616235934
train15856,1560,1,56441,0,-7527,0.5480769231,0.0134615385,0.4976832421,9996.7944681744
train13231,1098,63635,47173,-24596,-19364,-0.0009107468,0.0018214936,9995.4497462258,9995.4633907218
train9972,553,32427,37159,-15078,-21585,-0.0235081374,0,9990.9598510995,9990.9476249676
train3451,3645,292383,1,-2875,0,-0.0043895748,0.2946502058,9998.6375161247,0.4558853606
train1862,788,21052,35499,-32822,-40020,-0.0025380711,-0.0114213198,9993.6468345291,9993.6506455093
train10330,3052,280599,86177,-132366,-470762,0.000327654,-0.00327654,9998.3621876184,9998.3580682496
train2683,2340,1,328750,0,-8691,0.4987179487,-0.0085470085,0.4999983563,9997.8615289075
train8508,722,16639,24034,-40577,-32024,0.0180055402,-0.0013850416,9993.0664100315,9993.0715115059
train15785,6321,3858,3,-29493,1,-0.0156620788,1.5231767125,9999.1474781629,0.6198803427
train6278,2226,35393,28782,-30495,-45437,0.0125786164,0.0031446541,9997.7531208392,9997.7423643135
train9474,7649,40124,279134,-40029,-762,-0.0010458884,-0.0009151523,9999.3488637664,9999.3489593341
train5452,1672,30916,119891,-34849,-7270,-0.0035885167,0.0017942584,9997.0111857053,9997.0208472909
train15006,7253,1,30935,0,-44275,0.9979318903,0.0027574797,0.0454294252,9999.3049741507
train10705,3668,3,75518,1,-23180,1.9569247546,-0.0008178844,0.9265845444,9998.6333205543
train2769,2744,1,33744,0,-42459,0.9959912536,-0.0025510204,0.0631876278,9998.1777098919
train8,2017,57669,27882,-27886,-9625,0.0089241448,0.0743678731,9997.5175764558,9997.4252892384
train9899,1978,29633,45845,-60629,-51589,0.0075834176,0.0010111223,9997.4731954466,9997.4784310228
train59,6087,50006,1,-74642,0,-0.0062428126,0.6771808773,9999.1767968197,0.4675542073
train11491,939,50360,26205,-29521,-170997,-0.0031948882,-0.0031948882,9994.6611502863,9994.6882404315
train13214,2666,36914,22455,-22997,-38335,-0.0045011253,-0.0007501875,9998.1273724117,9998.1197319318
train15274,6701,92681,150324,-117878,-39106,0.0043277123,-0.0047754067,9999.2521960872,9999.2588295237
train8080,2987,84587,45812,-35807,-33739,-0.0016739203,-0.0090391697,9998.324035034,9998.3256970427
train6116,2178,205251,393710,-18638,-1362,-0.0146923783,0.0114784206,9997.6915721147,9997.7035051466
train3697,3775,32468,84293,-17370,-49095,-0.0958940397,-0.0010596026,9998.616648281,9998.6756515633
train9275,3552,40921,32331,-263921,-54461,0.0039414414,-0.0008445946,9998.5902438437,9998.5861330867
train6050,943,24272,24454,-22315,-46625,0.0021208908,-0.0063626723,9994.6957293966,9994.6864672136
train8113,671,27188,8690,-39008,-27432,-0.001490313,-0.0074515648,9992.5617274201,9992.5561860363
train2454,7072,42900,66144,-39498,-75910,-0.0008484163,0.0012726244,9999.2894709395,9999.2958154989
train15760,4559,30105,97230,-48330,-30171,0.0024128098,0.0046062733,9998.9049925921,9998.9028396903
train11681,2702,35092,29413,-37200,-26324,0.0018504811,-0.0044411547,9998.1467030793,9998.1442393907
train2105,2443,41895,31204,-32208,-31904,0.0016373312,-0.013507982,9997.9541093411,9997.9549393218
train6581,2460,26798,27820,-46460,-54257,-0.0028455285,0.0077235772,9997.9711191614,9997.9726009228
train8900,2101,129256,27928,-35483,-48937,0.0085673489,0.0004759638,9997.6232956182,9997.62579086
train425,2697,59054,64794,-22217,-13176,-0.0007415647,-0.0025954765,9998.1431237444,9998.1419161968
train5715,678,61205,86252,-30868,-17401,0,0.0044247788,9992.6148476075,9992.6354248025
train4390,1253,57206,52889,-26719,-77299,-0.0167597765,-0.003990423,9996.0217106019,9996.0127602827
train8355,1986,98980,80701,-34418,-25535,0.0040281974,-0.0070493454,9997.4797938573,9997.4865808105
train14897,1703,48278,1,-35822,0,0.0076335878,0.4627128597,9997.0644831976,0.4986077308
train11494,3043,55997,40513,-12247,-34011,-0.0019717384,-0.0082155767,9998.363225299,9998.3637547778
train2813,203,1,46266,0,-14165,0.1822660099,-0.0098522167,0.3860636107,9975.3082859087
train8207,749,46601,72952,-37851,-20554,-0.0080106809,-0.0040053405,9993.3067895495,9993.3238359937
train4755,4088,38606,24473,-38375,-85871,0.0056262231,0.0044031311,9998.7841263868,9998.7735566646
train690,755,30834,64806,-39767,-2097,-0.0198675497,-0.217218543,9993.3678639639,9993.4171119797
train13109,1185,1,27354,0,-12628,0.4042194093,0.0025316456,0.4907403371,9995.7788535262
