SampleID,A->B,B->A,A-B or A|B
train2308,0.022993,0.087589,0.889418
train2309,0.262730,0.363857,0.373412
train2310,0.052671,0.381978,0.565351
train2311,0.012219,0.856038,0.131743
train2312,0.111232,0.713179,0.175589
train2313,0.084010,0.810405,0.105585
train2314,0.094875,0.475633,0.429492
train2315,0.002215,0.966012,0.031773
train2316,0.245592,0.092189,0.662219
train2317,0.277447,0.270794,0.451760
train2318,0.319182,0.232994,0.447824
train2319,0.078311,0.518682,0.403007
train2320,0.375442,0.025966,0.598593
train2321,0.017489,0.408608,0.573903
train2322,0.413640,0.409006,0.177353
train2323,0.401274,0.194125,0.404601
train2324,0.016807,0.951851,0.031342
train2325,0.246293,0.415624,0.338082
train2326,0.046990,0.490102,0.462908
train2327,0.502850,0.377881,0.119269
train2328,0.329433,0.195986,0.474581
train2329,0.029091,0.291688,0.679221
train2330,0.024052,0.055173,0.920775
train2331,0.191858,0.494114,0.314028
train2332,0.168858,0.594294,0.236848
train2333,0.433853,0.140729,0.425418
train2334,0.206158,0.527135,0.266707
train2335,0.190259,0.103235,0.706506
train2336,0.008733,0.844683,0.146584
train2337,0.112454,0.057615,0.829930
train2338,0.390460,0.542216,0.067325
train2339,0.742254,0.051034,0.206711
train2340,0.455737,0.238780,0.305482
train2341,0.027281,0.909331,0.063387
train2342,0.623804,0.110879,0.265317
train2343,0.695816,0.162258,0.141926
train2344,0.185768,0.436679,0.377554
train2345,0.496415,0.196011,0.307574
train2346,0.104690,0.523533,0.371777
train2347,0.362781,0.368964,0.268255
train2348,0.176863,0.455128,0.368009
train2349,0.000860,0.290192,0.708949
train2350,0.048028,0.937739,0.014233
train2351,0.013221,0.474613,0.512167
train2352,0.154589,0.075649,0.769762
train2353,0.547454,0.159645,0.292901
train2354,0.247296,0.029194,0.723510
train2355,0.294243,0.410432,0.295326
train2356,0.100682,0.461466,0.437852
train2357,0.111141,0.426989,0.461871
train2358,0.396820,0.411068,0.192112
train2359,0.729753,0.226242,0.044005
train2360,0.615466,0.326326,0.058208
train2361,0.399504,0.598083,0.002414
train2362,0.331900,0.066666,0.601434
train2363,0.317589,0.293812,0.388599
train2364,0.069981,0.177342,0.752676
train2365,0.590767,0.136348,0.272886
train2366,0.319986,0.443138,0.236876
train2367,0.088218,0.155253,0.756529
train2368,0.224371,0.255899,0.519730
train2369,0.403718,0.378791,0.217490
train2370,0.358874,0.599111,0.042015
train2371,0.006519,0.279901,0.713580
train2372,0.955678,0.029086,0.015236
train2373,0.738316,0.216111,0.045573
train2374,0.209619,0.743712,0.046669
train2375,0.410278,0.494181,0.095541
train2376,0.250763,0.414565,0.334672
train2377,0.258148,0.391821,0.350030
train2378,0.557517,0.001570,0.440912
train2379,0.231830,0.318338,0.449832
train2380,0.575857,0.004380,0.419763
train2381,0.182813,0.329527,0.487660
train2382,0.266064,0.271301,0.462635
train2383,0.577629,0.276926,0.145445
train2384,0.649309,0.131386,0.219305
train2385,0.043538,0.133276,0.823185
train2386,0.684060,0.133383,0.182557
train2387,0.367782,0.223506,0.408712
train2388,0.102370,0.628640,0.268991
train2389,0.380289,0.160104,0.459607
train2390,0.447093,0.403643,0.149264
train2391,0.304021,0.170409,0.525570
train2392,0.288797,0.320792,0.390411
train2393,0.105125,0.451264,0.443611
train2394,0.350020,0.464147,0.185832
train2395,0.303080,0.657810,0.039110
train2396,0.605469,0.207624,0.186907
train2397,0.209581,0.605043,0.185376
train2398,0.441019,0.461996,0.096985
train2399,0.131902,0.671208,0.196890
train2400,0.574752,0.374862,0.050387
train2401,0.023530,0.921358,0.055112
train2402,0.099258,0.603422,0.297320
train2403,0.358144,0.181462,0.460394
train2404,0.096763,0.790869,0.112369
train2405,0.512978,0.255534,0.231488
train2406,0.066363,0.631443,0.302194
train2407,0.019874,0.046594,0.933532
train2408,0.065157,0.817943,0.116901
train2409,0.603502,0.360778,0.035720
train2410,0.074172,0.201967,0.723862
train2411,0.101218,0.862027,0.036755
train2412,0.487360,0.366991,0.145649
train2413,0.506202,0.054897,0.438901
train2414,0.537465,0.431373,0.031162
train2415,0.449651,0.136401,0.413948
train2416,0.415956,0.267858,0.316187
train2417,0.448439,0.146539,0.405022
train2418,0.550734,0.234505,0.214761
train2419,0.932862,0.064654,0.002484
train2420,0.580593,0.170609,0.248798
train2421,0.414550,0.286744,0.298706
train2422,0.397815,0.506451,0.095735
train2423,0.004507,0.794501,0.200991
train2424,0.360863,0.163709,0.475427
train2425,0.011444,0.587431,0.401125
train2426,0.467717,0.317895,0.214389
train2427,0.264248,0.611982,0.123769
train2428,0.357817,0.383564,0.258619
train2429,0.414114,0.003064,0.582821
train2430,0.696927,0.114949,0.188124
train2431,0.417318,0.130097,0.452585
train2432,0.245213,0.232115,0.522672
train2433,0.116117,0.036413,0.847469
train2434,0.843710,0.013862,0.142428
train2435,0.267180,0.604436,0.128384
train2436,0.209441,0.552466,0.238093
train2437,0.217988,0.187051,0.594961
train2438,0.299246,0.018646,0.682108
train2439,0.118244,0.636547,0.245209
train2440,0.719975,0.021760,0.258265
train2441,0.637542,0.315461,0.046997
train2442,0.824212,0.091798,0.083990
train2443,0.019305,0.822774,0.157921
train2444,0.552163,0.118310,0.329526
train2445,0.053561,0.061779,0.884660
train2446,0.549270,0.357645,0.093085
train2447,0.376271,0.429523,0.194206
train2448,0.342862,0.315612,0.341526
train2449,0.498471,0.476235,0.025294
train2450,0.033109,0.775300,0.191591
train2451,0.925047,0.013080,0.061873
train2452,0.250299,0.503707,0.245994
train2453,0.074681,0.518120,0.407199
train2454,0.131741,0.631641,0.236618
train2455,0.743227,0.169463,0.087310
train2456,0.755467,0.125953,0.118581
train2457,0.535833,0.250807,0.213359
train2458,0.161602,0.222381,0.616017
train2459,0.376082,0.224892,0.399026
train2460,0.289554,0.021604,0.688843
train2461,0.012248,0.767286,0.220466
train2462,0.329643,0.385170,0.285187
train2463,0.256829,0.666100,0.077070
train2464,0.250045,0.068613,0.681342
train2465,0.254208,0.061919,0.683873
train2466,0.489300,0.116942,0.393757
train2467,0.254903,0.731325,0.013772
train2468,0.193835,0.491573,0.314592
train2469,0.192770,0.395738,0.411492
train2470,0.252756,0.245314,0.501930
train2471,0.387929,0.054135,0.557936
train2472,0.683598,0.110013,0.206389
train2473,0.343582,0.270435,0.385984
train2474,0.251963,0.072396,0.675641
train2475,0.165680,0.126970,0.707350
train2476,0.060173,0.867843,0.071984
train2477,0.191090,0.278928,0.529982
train2478,0.628947,0.180134,0.190919
train2479,0.259131,0.344435,0.396434
train2480,0.454668,0.341935,0.203397
train2481,0.383100,0.271053,0.345847
train2482,0.748402,0.159517,0.092081
train2483,0.346634,0.253619,0.399748
train2484,0.347578,0.414545,0.237877
train2485,0.009366,0.663865,0.326769
train2486,0.342083,0.621672,0.036245
train2487,0.138301,0.368812,0.492887
train2488,0.107161,0.872328,0.020511
train2489,0.780216,0.053760,0.166024
train2490,0.528867,0.423781,0.047351
train2491,0.886934,0.000265,0.112800
train2492,0.281150,0.187486,0.531364
train2493,0.512303,0.337981,0.149716
train2494,0.030239,0.844945,0.124816
train2495,0.326789,0.277331,0.395880
train2496,0.692655,0.068343,0.239002
train2497,0.230326,0.074267,0.695408
train2498,0.027462,0.662192,0.310345
train2499,0.450342,0.277833,0.271825
train2500,0.439138,0.498815,0.062047
train2501,0.496509,0.454092,0.049399
train2502,0.152116,0.153725,0.694160
train2503,0.175615,0.291856,0.532528
train2504,0.505343,0.277382,0.217276
train2505,0.519535,0.287672,0.192793
train2506,0.379006,0.447987,0.173007
train2507,0.411337,0.547960,0.040702
train2508,0.329286,0.136698,0.534016
train2509,0.960913,0.026930,0.012156
train2510,0.553975,0.038367,0.407658
train2511,0.663706,0.089007,0.247287
train2512,0.017647,0.289132,0.693221
train2513,0.082115,0.015194,0.902691
train2514,0.601252,0.365760,0.032989
train2515,0.101248,0.888840,0.009912
train2516,0.330823,0.056932,0.612245
train2517,0.538915,0.005298,0.455787
train2518,0.023374,0.130501,0.846126
train2519,0.094351,0.634693,0.270956
train2520,0.160788,0.331537,0.507676
train2521,0.227131,0.566123,0.206746
train2522,0.386457,0.184632,0.428911
train2523,0.351006,0.286810,0.362183
train2524,0.323990,0.187871,0.488138
train2525,0.521682,0.145124,0.333194
train2526,0.057578,0.004185,0.938237
train2527,0.644764,0.086407,0.268829
train2528,0.013360,0.235244,0.751396
train2529,0.563121,0.349388,0.087491
train2530,0.221801,0.297424,0.480775
train2531,0.865718,0.113006,0.021276
train2532,0.233582,0.643060,0.123358
train2533,0.381926,0.601244,0.016830
train2534,0.383870,0.231775,0.384355
train2535,0.579451,0.388274,0.032276
train2536,0.547600,0.164927,0.287473
train2537,0.420969,0.240985,0.338046
train2538,0.197618,0.617140,0.185242
train2539,0.046106,0.607866,0.346027
train2540,0.026130,0.071216,0.902654
train2541,0.187575,0.119579,0.692846
train2542,0.270245,0.081966,0.647789
train2543,0.480631,0.492042,0.027327
train2544,0.151234,0.644268,0.204497
train2545,0.468951,0.495807,0.035242
train2546,0.031977,0.110595,0.857428
train2547,0.843872,0.087493,0.068636
train2548,0.171568,0.385438,0.442993
train2549,0.659948,0.051101,0.288951
train2550,0.223991,0.276335,0.499674
train2551,0.740844,0.042797,0.216359
train2552,0.729634,0.039486,0.230881
train2553,0.263573,0.292236,0.444191
train2554,0.188005,0.655043,0.156952
train2555,0.445515,0.524501,0.029984
train2556,0.727032,0.058844,0.214124
train2557,0.234897,0.043792,0.721311
train2558,0.777127,0.117920,0.104953
train2559,0.235918,0.435124,0.328958
train2560,0.832027,0.155280,0.012693
train2561,0.076378,0.869241,0.054382
train2562,0.366826,0.023089,0.610085
train2563,0.904692,0.051009,0.044299
train2564,0.216866,0.615024,0.168111
train2565,0.050896,0.610576,0.338528
train2566,0.953125,0.002409,0.044466
train2567,0.337814,0.291849,0.370337
train2568,0.256161,0.168349,0.575490
train2569,0.362687,0.538582,0.098732
train2570,0.608889,0.356995,0.034116
train2571,0.386405,0.110758,0.502837
train2572,0.594712,0.301108,0.104180
train2573,0.515639,0.018376,0.465986
train2574,0.479441,0.111853,0.408705
train2575,0.127387,0.859174,0.013439
train2576,0.051240,0.897572,0.051188
train2577,0.359979,0.422435,0.217585
train2578,0.105229,0.143567,0.751204
train2579,0.155531,0.651345,0.193124
train2580,0.496175,0.144254,0.359571
train2581,0.069139,0.668646,0.262214
train2582,0.375980,0.055991,0.568029
train2583,0.598364,0.122355,0.279282
train2584,0.309698,0.629559,0.060743
train2585,0.106605,0.529604,0.363791
train2586,0.097175,0.806195,0.096630
train2587,0.135391,0.165312,0.699297
train2588,0.354787,0.295324,0.349889
train2589,0.177648,0.102903,0.719450
train2590,0.271009,0.278376,0.450615
train2591,0.504463,0.035843,0.459695
train2592,0.373474,0.055980,0.570547
train2593,0.333987,0.072238,0.593774
train2594,0.129049,0.462733,0.408217
train2595,0.502018,0.165041,0.332940
train2596,0.286098,0.629695,0.084207
train2597,0.396957,0.440430,0.162613
train2598,0.629709,0.276628,0.093663
train2599,0.532030,0.222836,0.245134
train2600,0.169000,0.619106,0.211894
train2601,0.131733,0.420106,0.448161
train2602,0.307931,0.017448,0.674621
train2603,0.122031,0.407485,0.470484
train2604,0.086274,0.244480,0.669247
train2605,0.322424,0.602781,0.074795
train2606,0.535159,0.195959,0.268883
train2607,0.323701,0.448569,0.227730
train2608,0.346985,0.183956,0.469059
train2609,0.537459,0.162848,0.299694
train2610,0.225558,0.015476,0.758966
train2611,0.115629,0.115325,0.769046
train2612,0.859340,0.040559,0.100101
train2613,0.198797,0.354249,0.446955
train2614,0.322165,0.483438,0.194397
train2615,0.030239,0.591527,0.378234
train2616,0.182439,0.373753,0.443808
train2617,0.228706,0.576884,0.194410
train2618,0.160666,0.424252,0.415082
train2619,0.273342,0.066447,0.660211
train2620,0.216401,0.718990,0.064609
train2621,0.549633,0.349880,0.100487
train2622,0.435385,0.385918,0.178698
train2623,0.029886,0.193858,0.776255
train2624,0.432923,0.320035,0.247042
train2625,0.230991,0.208670,0.560339
train2626,0.128915,0.237297,0.633788
train2627,0.082364,0.086455,0.831181
train2628,0.407037,0.047723,0.545240
train2629,0.048685,0.640650,0.310665
train2630,0.508800,0.164921,0.326280
train2631,0.116297,0.820357,0.063345
train2632,0.461183,0.362712,0.176105
train2633,0.762300,0.039028,0.198673
train2634,0.186298,0.524792,0.288910
train2635,0.539696,0.437434,0.022870
train2636,0.658192,0.235067,0.106741
train2637,0.382672,0.113542,0.503786
train2638,0.567649,0.005353,0.426998
train2639,0.382503,0.411149,0.206348
train2640,0.657462,0.194534,0.148004
train2641,0.165053,0.195954,0.638993
train2642,0.716270,0.208756,0.074974
train2643,0.555719,0.162975,0.281306
train2644,0.005269,0.875105,0.119626
train2645,0.340212,0.276426,0.383362
train2646,0.263955,0.425496,0.310549
train2647,0.420336,0.132429,0.447235
train2648,0.278898,0.507452,0.213650
train2649,0.333659,0.482955,0.183385
train2650,0.701261,0.228090,0.070649
train2651,0.173403,0.473602,0.352995
train2652,0.159576,0.364551,0.475873
train2653,0.250283,0.550944,0.198774
train2654,0.613671,0.282001,0.104328
train2655,0.008530,0.451265,0.540205
train2656,0.226872,0.305287,0.467841
train2657,0.167652,0.767253,0.065094
train2658,0.343300,0.379780,0.276919
train2659,0.041757,0.774502,0.183741
train2660,0.888928,0.079093,0.031980
train2661,0.472581,0.347159,0.180260
train2662,0.150980,0.204089,0.644931
train2663,0.245092,0.656667,0.098240
train2664,0.645535,0.148553,0.205912
train2665,0.370340,0.392966,0.236694
train2666,0.382925,0.212948,0.404126
train2667,0.137233,0.112257,0.750510
train2668,0.090138,0.199359,0.710503
train2669,0.878345,0.094482,0.027173
train2670,0.048183,0.572348,0.379469
train2671,0.178685,0.024361,0.796954
train2672,0.093551,0.454366,0.452083
train2673,0.168641,0.137852,0.693507
train2674,0.094413,0.824232,0.081355
train2675,0.117361,0.527128,0.355512
train2676,0.464012,0.230881,0.305107
train2677,0.213196,0.283930,0.502874
train2678,0.081194,0.703694,0.215112
train2679,0.712220,0.009077,0.278703
train2680,0.145116,0.321805,0.533079
train2681,0.392346,0.607590,0.000064
train2682,0.347054,0.451896,0.201049
train2683,0.172086,0.704160,0.123754
train2684,0.316105,0.304639,0.379255
train2685,0.006549,0.398831,0.594620
train2686,0.302539,0.617350,0.080111
train2687,0.764194,0.151122,0.084684
train2688,0.026004,0.529185,0.444810
train2689,0.851790,0.138952,0.009258
train2690,0.265500,0.525933,0.208567
train2691,0.375943,0.073856,0.550201
train2692,0.173030,0.104521,0.722449
train2693,0.148072,0.838969,0.012959
train2694,0.348575,0.211498,0.439927
train2695,0.031258,0.106387,0.862356
train2696,0.070464,0.460392,0.469144
train2697,0.723556,0.162900,0.113543
train2698,0.116797,0.055424,0.827780
train2699,0.093010,0.705028,0.201962
train2700,0.058023,0.057102,0.884875
train2701,0.123076,0.681604,0.195320
train2702,0.417067,0.029425,0.553508
train2703,0.490979,0.335409,0.173612
train2704,0.185895,0.117430,0.696675
train2705,0.122783,0.723324,0.153893
train2706,0.164685,0.051613,0.783702
train2707,0.510428,0.267513,0.222059
train2708,0.760174,0.126261,0.113565
train2709,0.540236,0.072553,0.387212
train2710,0.187571,0.555225,0.257204
train2711,0.722398,0.018444,0.259158
train2712,0.164153,0.656831,0.179016
train2713,0.029164,0.934217,0.036620
train2714,0.477545,0.237896,0.284560
train2715,0.456237,0.187428,0.356335
train2716,0.481461,0.313391,0.205148
train2717,0.125769,0.489366,0.384865
train2718,0.298913,0.562281,0.138806
train2719,0.008887,0.893906,0.097207
train2720,0.389799,0.501209,0.108992
train2721,0.042202,0.046470,0.911328
train2722,0.123654,0.265447,0.610899
train2723,0.224862,0.758913,0.016224
train2724,0.549153,0.284739,0.166109
train2725,0.258321,0.115588,0.626090
train2726,0.176247,0.480827,0.342926
train2727,0.512813,0.475497,0.011690
train2728,0.814611,0.093474,0.091915
train2729,0.090207,0.357598,0.552195
train2730,0.449299,0.364442,0.186259
train2731,0.333651,0.426792,0.239557
train2732,0.058226,0.786999,0.154775
train2733,0.699002,0.054663,0.246335
train2734,0.772192,0.108578,0.119229
train2735,0.566370,0.368944,0.064686
train2736,0.581091,0.189920,0.228989
train2737,0.122599,0.814022,0.063379
train2738,0.565559,0.255199,0.179242
train2739,0.204761,0.405451,0.389788
train2740,0.154978,0.172986,0.672036
train2741,0.396145,0.166666,0.437189
train2742,0.659136,0.236278,0.104586
train2743,0.416455,0.507888,0.075658
train2744,0.396141,0.498194,0.105665
train2745,0.255855,0.335619,0.408526
train2746,0.534391,0.391184,0.074425
train2747,0.153924,0.477856,0.368220
train2748,0.281997,0.036772,0.681231
train2749,0.513833,0.434528,0.051639
train2750,0.676965,0.183886,0.139148
train2751,0.551600,0.277251,0.171148
train2752,0.580490,0.281719,0.137791
train2753,0.164758,0.127473,0.707769
train2754,0.653542,0.286556,0.059903
train2755,0.524665,0.258552,0.216783
train2756,0.043508,0.903089,0.053403
train2757,0.269146,0.209504,0.521350
train2758,0.047618,0.196930,0.755451
train2759,0.651433,0.344862,0.003706
train2760,0.105215,0.209638,0.685146
train2761,0.469206,0.275566,0.255227
train2762,0.118186,0.741103,0.140712
train2763,0.175333,0.512234,0.312432
train2764,0.023438,0.687434,0.289129
train2765,0.559521,0.137789,0.302690
train2766,0.242734,0.628361,0.128905
train2767,0.423882,0.320507,0.255611
train2768,0.408330,0.429444,0.162225
train2769,0.667461,0.116951,0.215589
train2770,0.562266,0.392734,0.045000
train2771,0.578519,0.250069,0.171412
train2772,0.115406,0.072760,0.811834
train2773,0.497903,0.337303,0.164794
train2774,0.317439,0.157707,0.524854
train2775,0.913337,0.015470,0.071194
train2776,0.164804,0.089537,0.745659
train2777,0.011246,0.448574,0.540179
train2778,0.163760,0.109590,0.726651
train2779,0.051587,0.384624,0.563790
train2780,0.310858,0.251411,0.437731
train2781,0.347356,0.482896,0.169748
train2782,0.512582,0.011539,0.475878
train2783,0.566217,0.103977,0.329807
train2784,0.069498,0.897950,0.032552
train2785,0.642523,0.317162,0.040316
train2786,0.006610,0.289729,0.703661
train2787,0.294864,0.592794,0.112343
train2788,0.225964,0.085550,0.688486
train2789,0.330700,0.175418,0.493882
