SampleID,A->B,B->A,A-B,A|B
train3072,0.342050,0.216751,0.195060,0.246138
train3073,0.407037,0.089524,0.332799,0.170640
train3074,0.167448,0.481304,0.323785,0.027463
train3075,0.058734,0.296432,0.091566,0.553267
train3076,0.412843,0.002982,0.556205,0.027970
train3077,0.124590,0.255744,0.015432,0.604234
train3078,0.048581,0.520367,0.007894,0.423158
train3079,0.010350,0.378247,0.513440,0.097963
train3080,0.063564,0.028049,0.402998,0.505389
train3081,0.146925,0.406692,0.017261,0.429123
train3082,0.248953,0.156178,0.420125,0.174744
train3083,0.189527,0.310575,0.462460,0.037438
train3084,0.220408,0.188311,0.327209,0.264072
train3085,0.030976,0.610782,0.158839,0.199404
train3086,0.187823,0.010924,0.779039,0.022215
train3087,0.207028,0.391940,0.112485,0.288547
train3088,0.155495,0.326447,0.021245,0.496813
train3089,0.040260,0.237180,0.489332,0.233228
train3090,0.130460,0.368629,0.479742,0.021169
train3091,0.476483,0.045103,0.104009,0.374405
train3092,0.076236,0.629679,0.287484,0.006601
train3093,0.608841,0.160569,0.197300,0.033290
train3094,0.329783,0.399484,0.121184,0.149549
train3095,0.315921,0.069877,0.529790,0.084411
train3096,0.026360,0.729539,0.239295,0.004806
train3097,0.047229,0.141715,0.686332,0.124724
train3098,0.547728,0.141280,0.162316,0.148677
train3099,0.350133,0.358740,0.281943,0.009183
train3100,0.014385,0.498897,0.434358,0.052360
train3101,0.197146,0.182781,0.426165,0.193907
train3102,0.063996,0.523157,0.162725,0.250122
train3103,0.145560,0.176819,0.521071,0.156551
train3104,0.190087,0.710592,0.019626,0.079695
train3105,0.026581,0.336373,0.281156,0.355890
train3106,0.037007,0.044706,0.582871,0.335417
train3107,0.313190,0.110559,0.521536,0.054716
train3108,0.033049,0.199644,0.075946,0.691361
train3109,0.068048,0.620955,0.147552,0.163446
train3110,0.358183,0.487378,0.112897,0.041542
train3111,0.277748,0.178411,0.383284,0.160558
train3112,0.050246,0.246493,0.631197,0.072064
train3113,0.080477,0.281880,0.351656,0.285986
train3114,0.111553,0.379999,0.082939,0.425509
train3115,0.789298,0.157142,0.024663,0.028898
train3116,0.239208,0.266109,0.223853,0.270829
train3117,0.435610,0.192228,0.293141,0.079020
train3118,0.013648,0.197633,0.023836,0.764883
train3119,0.061017,0.376510,0.316667,0.245806
train3120,0.019826,0.517031,0.384764,0.078379
train3121,0.071414,0.119512,0.295822,0.513253
train3122,0.252995,0.222849,0.092491,0.431665
train3123,0.088368,0.000292,0.654079,0.257261
train3124,0.072248,0.474827,0.040842,0.412083
train3125,0.174094,0.167279,0.207619,0.451008
train3126,0.085217,0.489431,0.240162,0.185189
train3127,0.076788,0.215586,0.376581,0.331045
train3128,0.276753,0.001502,0.312424,0.409320
train3129,0.600131,0.089884,0.006342,0.303644
train3130,0.008271,0.281984,0.476613,0.233132
train3131,0.204031,0.352347,0.242475,0.201147
train3132,0.247874,0.154153,0.103582,0.494391
train3133,0.131918,0.216100,0.424387,0.227594
train3134,0.087084,0.208373,0.581114,0.123429
train3135,0.084233,0.364208,0.324990,0.226570
train3136,0.009437,0.027802,0.545813,0.416948
train3137,0.691032,0.116442,0.012900,0.179625
train3138,0.282311,0.310222,0.377690,0.029778
train3139,0.253022,0.459017,0.033704,0.254257
train3140,0.069171,0.510057,0.064983,0.355788
train3141,0.110085,0.032068,0.168841,0.689006
train3142,0.235840,0.151014,0.358536,0.254610
train3143,0.647231,0.194409,0.039927,0.118433
train3144,0.261471,0.182701,0.420911,0.134917
train3145,0.462124,0.162680,0.167748,0.207448
train3146,0.399745,0.446253,0.125615,0.028387
train3147,0.078489,0.020369,0.270200,0.630942
train3148,0.029633,0.517818,0.449313,0.003237
train3149,0.360853,0.340829,0.047168,0.251150
train3150,0.429891,0.456594,0.107789,0.005727
train3151,0.539178,0.224891,0.214868,0.021062
train3152,0.153162,0.368141,0.469676,0.009021
train3153,0.210100,0.112524,0.494503,0.182873
train3154,0.745025,0.067412,0.169640,0.017922
train3155,0.434467,0.009040,0.110347,0.446147
train3156,0.128182,0.090266,0.102151,0.679401
train3157,0.115425,0.555973,0.083950,0.244652
train3158,0.183477,0.290839,0.014953,0.510731
train3159,0.227857,0.045565,0.305252,0.421327
train3160,0.343721,0.025916,0.601632,0.028730
train3161,0.214125,0.227102,0.210883,0.347890
train3162,0.034527,0.574351,0.332682,0.058440
train3163,0.053417,0.112133,0.051963,0.782488
train3164,0.164974,0.298606,0.221252,0.315167
train3165,0.444909,0.318655,0.124711,0.111725
train3166,0.094010,0.074509,0.565565,0.265915
train3167,0.302319,0.019534,0.168801,0.509346
train3168,0.271101,0.013681,0.136932,0.578287
train3169,0.130981,0.382564,0.443070,0.043384
train3170,0.169028,0.512589,0.145053,0.173331
train3171,0.713043,0.050346,0.015594,0.221018
train3172,0.174154,0.535359,0.265510,0.024978
train3173,0.000374,0.531776,0.362207,0.105643
train3174,0.273513,0.141825,0.554863,0.029800
train3175,0.213808,0.491241,0.028655,0.266297
train3176,0.144798,0.010619,0.545506,0.299078
train3177,0.332483,0.196011,0.457438,0.014069
train3178,0.772233,0.032306,0.040008,0.155452
train3179,0.215038,0.349680,0.409858,0.025424
train3180,0.531283,0.011864,0.046781,0.410072
train3181,0.729891,0.127817,0.029840,0.112453
train3182,0.204137,0.390366,0.354894,0.050603
train3183,0.561939,0.138405,0.122658,0.176998
train3184,0.562855,0.016937,0.116454,0.303754
train3185,0.272045,0.232106,0.427744,0.068105
train3186,0.164019,0.035334,0.284810,0.515838
train3187,0.087878,0.176152,0.464393,0.271577
train3188,0.414951,0.167364,0.112036,0.305649
train3189,0.565262,0.137096,0.290873,0.006769
train3190,0.028815,0.248297,0.479633,0.243254
train3191,0.339205,0.162469,0.367276,0.131050
train3192,0.129273,0.407126,0.061134,0.402466
train3193,0.263448,0.115617,0.169203,0.451732
train3194,0.261446,0.203881,0.027072,0.507601
train3195,0.243892,0.040142,0.260326,0.455640
train3196,0.061292,0.313432,0.108264,0.517013
train3197,0.610135,0.026100,0.062876,0.300889
train3198,0.016009,0.250202,0.407478,0.326311
train3199,0.002264,0.438715,0.299202,0.259820
train3200,0.319554,0.154672,0.494363,0.031412
train3201,0.517374,0.046466,0.035088,0.401072
train3202,0.011783,0.326717,0.357261,0.304239
train3203,0.274295,0.039816,0.340451,0.345438
train3204,0.017485,0.474102,0.454131,0.054283
train3205,0.009212,0.203468,0.073683,0.713637
train3206,0.098194,0.628675,0.036108,0.237023
train3207,0.101093,0.546590,0.064106,0.288211
train3208,0.205687,0.111492,0.096113,0.586709
train3209,0.019192,0.415608,0.362147,0.203053
train3210,0.222605,0.019740,0.516285,0.241370
train3211,0.160611,0.272463,0.457430,0.109495
train3212,0.321935,0.442050,0.034885,0.201130
train3213,0.577657,0.152807,0.260358,0.009178
train3214,0.294037,0.179259,0.350865,0.175839
train3215,0.510514,0.047166,0.323248,0.119072
train3216,0.013792,0.162512,0.664214,0.159481
train3217,0.154768,0.490638,0.303385,0.051209
train3218,0.342261,0.180017,0.289886,0.187837
train3219,0.034517,0.369847,0.577672,0.017964
train3220,0.154552,0.009296,0.429301,0.406851
train3221,0.503021,0.171712,0.201291,0.123977
train3222,0.309198,0.397443,0.105318,0.188042
train3223,0.097632,0.065799,0.832449,0.004120
train3224,0.402501,0.085510,0.164535,0.347454
train3225,0.615704,0.181935,0.028291,0.174070
train3226,0.192016,0.070502,0.372794,0.364687
train3227,0.117919,0.069369,0.687982,0.124730
train3228,0.079520,0.713662,0.107799,0.099019
train3229,0.194644,0.550389,0.210419,0.044547
train3230,0.307531,0.171328,0.439765,0.081376
train3231,0.347077,0.072009,0.443320,0.137594
train3232,0.208050,0.209757,0.002547,0.579646
train3233,0.527904,0.222674,0.012227,0.237194
train3234,0.200868,0.249404,0.455069,0.094659
train3235,0.493338,0.202086,0.118344,0.186232
train3236,0.027337,0.063796,0.013926,0.894940
train3237,0.373996,0.333261,0.069705,0.223038
train3238,0.350442,0.206099,0.223569,0.219890
train3239,0.103762,0.516788,0.214579,0.164871
train3240,0.586153,0.005903,0.310304,0.097640
train3241,0.179668,0.719931,0.076649,0.023752
train3242,0.315612,0.071614,0.049330,0.563444
train3243,0.220488,0.268371,0.186939,0.324202
train3244,0.396471,0.070317,0.224327,0.308885
train3245,0.010294,0.017251,0.085982,0.886473
train3246,0.079657,0.003468,0.829329,0.087546
train3247,0.308094,0.004256,0.159300,0.528350
train3248,0.720181,0.076047,0.152456,0.051316
train3249,0.037580,0.790055,0.117893,0.054472
train3250,0.173092,0.536299,0.167746,0.122863
train3251,0.410876,0.117432,0.283023,0.188670
train3252,0.150537,0.160930,0.047955,0.640577
train3253,0.327210,0.088449,0.026484,0.557857
train3254,0.645108,0.144812,0.116616,0.093464
train3255,0.411219,0.274933,0.060837,0.253011
train3256,0.323506,0.128603,0.175938,0.371954
train3257,0.197422,0.086319,0.589421,0.126838
train3258,0.235821,0.353376,0.374372,0.036431
train3259,0.119731,0.367914,0.219338,0.293017
train3260,0.380753,0.379870,0.039604,0.199773
train3261,0.729783,0.034607,0.038303,0.197307
train3262,0.012822,0.004958,0.119033,0.863187
train3263,0.158167,0.291849,0.187778,0.362206
train3264,0.342138,0.221328,0.260298,0.176236
train3265,0.369127,0.034410,0.123025,0.473438
train3266,0.207700,0.032648,0.288579,0.471074
train3267,0.502613,0.172258,0.215920,0.109209
train3268,0.403734,0.315166,0.020964,0.260136
train3269,0.278048,0.048183,0.275496,0.398272
train3270,0.170303,0.259203,0.368613,0.201881
train3271,0.413814,0.325958,0.174786,0.085442
train3272,0.117530,0.587452,0.181792,0.113226
train3273,0.237483,0.171971,0.140989,0.449557
train3274,0.218700,0.068677,0.457627,0.254996
train3275,0.597762,0.058518,0.180913,0.162807
train3276,0.358520,0.150629,0.293259,0.197592
train3277,0.125766,0.449309,0.182389,0.242536
train3278,0.150087,0.366077,0.065601,0.418235
train3279,0.222489,0.048118,0.421788,0.307605
train3280,0.375155,0.361976,0.145157,0.117712
train3281,0.033757,0.269083,0.638443,0.058717
train3282,0.003629,0.084123,0.626574,0.285674
train3283,0.235005,0.214386,0.291315,0.259294
train3284,0.799818,0.013944,0.099318,0.086920
train3285,0.739166,0.015785,0.062878,0.182171
train3286,0.422525,0.254090,0.313069,0.010316
train3287,0.006409,0.001516,0.485383,0.506691
train3288,0.078193,0.261165,0.141099,0.519544
train3289,0.157844,0.678911,0.140820,0.022425
train3290,0.176604,0.298226,0.049184,0.475986
train3291,0.013005,0.208679,0.507596,0.270720
train3292,0.028322,0.727965,0.200520,0.043193
train3293,0.199379,0.489915,0.020565,0.290141
train3294,0.822716,0.030269,0.076464,0.070551
train3295,0.217541,0.113474,0.455242,0.213742
train3296,0.125526,0.002791,0.181690,0.689993
train3297,0.732888,0.013739,0.173217,0.080156
train3298,0.383543,0.003533,0.394619,0.218306
train3299,0.684743,0.059097,0.179890,0.076270
train3300,0.119985,0.176069,0.372280,0.331667
train3301,0.179850,0.601284,0.141175,0.077691
train3302,0.186129,0.008033,0.768724,0.037114
train3303,0.153221,0.074937,0.115001,0.656841
train3304,0.290064,0.002960,0.148426,0.558551
train3305,0.038401,0.178110,0.752986,0.030503
train3306,0.253894,0.350519,0.332948,0.062638
train3307,0.286174,0.220033,0.328378,0.165416
train3308,0.712116,0.162238,0.076847,0.048798
train3309,0.103829,0.135060,0.748849,0.012263
train3310,0.528519,0.241318,0.058404,0.171760
train3311,0.555425,0.264479,0.178543,0.001552
train3312,0.256363,0.082515,0.213872,0.447250
train3313,0.018770,0.041952,0.729574,0.209703
train3314,0.202899,0.215394,0.046540,0.535168
train3315,0.213267,0.366738,0.019012,0.400983
train3316,0.108449,0.156394,0.428484,0.306673
train3317,0.421828,0.351315,0.178812,0.048045
train3318,0.584477,0.231293,0.174638,0.009591
train3319,0.717348,0.027632,0.116187,0.138833
train3320,0.510434,0.052680,0.265194,0.171691
train3321,0.082786,0.358342,0.160284,0.398588
train3322,0.073989,0.617656,0.203607,0.104747
train3323,0.179066,0.610023,0.120977,0.089934
train3324,0.174266,0.085788,0.498585,0.241361
train3325,0.307239,0.058042,0.511945,0.122773
train3326,0.127193,0.080259,0.560343,0.232204
train3327,0.522060,0.107921,0.295818,0.074202
train3328,0.024656,0.428420,0.063393,0.483532
train3329,0.132400,0.136711,0.258247,0.472643
train3330,0.293387,0.516965,0.086110,0.103538
train3331,0.319535,0.190449,0.210597,0.279419
train3332,0.149489,0.597892,0.160992,0.091627
train3333,0.388091,0.278841,0.236892,0.096175
train3334,0.156121,0.338537,0.380678,0.124664
train3335,0.485397,0.027201,0.021160,0.466242
train3336,0.125651,0.061220,0.296676,0.516452
train3337,0.064354,0.110577,0.062176,0.762893
train3338,0.140696,0.357091,0.278035,0.224178
train3339,0.071878,0.104927,0.212539,0.610656
train3340,0.618407,0.135623,0.005951,0.240019
train3341,0.160535,0.087741,0.196708,0.555015
train3342,0.003505,0.028192,0.711229,0.257073
train3343,0.072649,0.378713,0.350741,0.197898
train3344,0.024804,0.511506,0.353106,0.110584
train3345,0.440838,0.259978,0.085046,0.214139
train3346,0.337293,0.075528,0.008474,0.578704
train3347,0.181606,0.026892,0.174499,0.617003
train3348,0.260366,0.004054,0.145817,0.589763
train3349,0.535729,0.090903,0.222427,0.150941
train3350,0.210062,0.526136,0.060417,0.203385
train3351,0.301244,0.123977,0.400999,0.173780
train3352,0.300954,0.384015,0.172937,0.142093
train3353,0.028566,0.372350,0.394866,0.204218
train3354,0.411493,0.170371,0.146439,0.271697
train3355,0.027304,0.099511,0.640645,0.232539
train3356,0.055180,0.351468,0.350024,0.243328
train3357,0.159500,0.115798,0.666416,0.058287
train3358,0.168835,0.340920,0.462961,0.027284
train3359,0.022197,0.488070,0.275309,0.214424
train3360,0.097269,0.292141,0.039366,0.571224
train3361,0.323481,0.129949,0.480393,0.066177
train3362,0.169772,0.017066,0.591182,0.221979
train3363,0.178791,0.102186,0.036167,0.682856
train3364,0.087415,0.216937,0.422863,0.272786
train3365,0.498204,0.033482,0.430789,0.037525
train3366,0.088560,0.327240,0.377342,0.206857
train3367,0.104315,0.111673,0.575884,0.208128
train3368,0.321127,0.085957,0.564967,0.027948
train3369,0.080845,0.317375,0.230759,0.371022
train3370,0.190614,0.149443,0.240384,0.419559
train3371,0.353280,0.434943,0.112180,0.099597
train3372,0.297777,0.208486,0.090178,0.403559
train3373,0.161088,0.355181,0.462964,0.020766
train3374,0.281887,0.362236,0.294510,0.061367
train3375,0.702340,0.042421,0.246689,0.008550
train3376,0.498954,0.030059,0.072450,0.398537
train3377,0.483344,0.190171,0.205643,0.120841
train3378,0.565789,0.072727,0.119287,0.242198
train3379,0.344685,0.230254,0.335683,0.089377
train3380,0.108034,0.233378,0.214097,0.444491
train3381,0.673633,0.111883,0.087074,0.127410
train3382,0.721499,0.166341,0.072139,0.040020
train3383,0.299841,0.006605,0.418743,0.274811
train3384,0.813704,0.130097,0.047120,0.009080
train3385,0.239929,0.007995,0.442191,0.309886
train3386,0.237330,0.421908,0.289885,0.050877
train3387,0.201519,0.106970,0.603053,0.088457
train3388,0.257737,0.000546,0.489962,0.251756
train3389,0.217299,0.509945,0.263527,0.009228
train3390,0.571646,0.011764,0.412029,0.004561
train3391,0.471988,0.199273,0.191860,0.136879
train3392,0.095884,0.198511,0.618854,0.086751
train3393,0.311367,0.250891,0.315027,0.122714
train3394,0.008359,0.340854,0.258959,0.391828
train3395,0.408572,0.163513,0.278335,0.149580
train3396,0.058357,0.059122,0.300767,0.581754
train3397,0.581168,0.092372,0.290004,0.036456
train3398,0.237148,0.047963,0.454319,0.260569
train3399,0.268914,0.086009,0.524272,0.120805
train3400,0.613211,0.038379,0.210507,0.137902
train3401,0.268137,0.282596,0.432933,0.016334
train3402,0.431724,0.027779,0.040088,0.500409
train3403,0.684005,0.022741,0.192217,0.101037
train3404,0.295769,0.090428,0.064861,0.548941
train3405,0.030643,0.425241,0.397734,0.146382
train3406,0.065260,0.436181,0.058314,0.440245
train3407,0.343302,0.205809,0.430139,0.020750
train3408,0.183680,0.737816,0.009661,0.068843
train3409,0.602449,0.090950,0.179278,0.127324
train3410,0.272620,0.194144,0.062085,0.471150
train3411,0.053603,0.374441,0.256219,0.315737
train3412,0.229443,0.623974,0.130326,0.016258
train3413,0.222535,0.442867,0.028635,0.305963
train3414,0.435207,0.167041,0.275151,0.122601
train3415,0.375525,0.116636,0.248048,0.259790
train3416,0.704771,0.054466,0.099353,0.141409
train3417,0.235750,0.069555,0.313941,0.380755
train3418,0.018808,0.144008,0.173053,0.664131
train3419,0.263967,0.364772,0.187870,0.183391
train3420,0.064379,0.053611,0.681226,0.200783
train3421,0.045761,0.672060,0.249061,0.033118
train3422,0.020575,0.093258,0.575811,0.310355
train3423,0.562767,0.196460,0.154459,0.086314
train3424,0.294121,0.570335,0.121987,0.013558
train3425,0.025688,0.127127,0.335578,0.511607
train3426,0.280696,0.377224,0.058309,0.283771
train3427,0.263098,0.527473,0.181424,0.028005
train3428,0.133817,0.294865,0.460768,0.110550
train3429,0.111889,0.119600,0.708112,0.060399
train3430,0.385692,0.110624,0.501849,0.001835
train3431,0.414037,0.138698,0.090569,0.356696
train3432,0.384588,0.089295,0.130310,0.395808
train3433,0.153175,0.056580,0.618045,0.172200
train3434,0.110143,0.254184,0.553816,0.081857
train3435,0.055682,0.822116,0.119551,0.002651
train3436,0.088970,0.063313,0.559093,0.288624
train3437,0.745633,0.079633,0.084208,0.090526
train3438,0.067691,0.087315,0.627320,0.217673
train3439,0.606287,0.032344,0.200874,0.160495
train3440,0.178630,0.461481,0.184750,0.175139
train3441,0.685272,0.022601,0.119155,0.172972
train3442,0.037634,0.363863,0.147944,0.450559
train3443,0.649986,0.095213,0.174674,0.080128
train3444,0.058129,0.433165,0.486456,0.022250
train3445,0.369561,0.452940,0.104017,0.073482
train3446,0.292875,0.193563,0.424276,0.089285
train3447,0.089358,0.314756,0.178968,0.416918
train3448,0.029000,0.188273,0.538571,0.244156
train3449,0.100954,0.024501,0.278472,0.596073
train3450,0.513489,0.103283,0.295679,0.087549
train3451,0.050054,0.000009,0.626117,0.323820
train3452,0.345687,0.181091,0.017304,0.455918
train3453,0.070027,0.455198,0.369907,0.104868
train3454,0.501660,0.272173,0.068737,0.157429
train3455,0.190386,0.172844,0.301794,0.334976
train3456,0.263054,0.093186,0.431503,0.212257
train3457,0.593629,0.106635,0.088521,0.211215
train3458,0.190497,0.213649,0.304203,0.291650
train3459,0.474896,0.019411,0.280163,0.225530
train3460,0.201504,0.100708,0.188378,0.509410
train3461,0.121243,0.055827,0.617621,0.205308
train3462,0.272330,0.299277,0.201996,0.226398
train3463,0.009209,0.478795,0.452144,0.059852
train3464,0.157109,0.383721,0.341868,0.117303
train3465,0.466240,0.286667,0.014864,0.232229
train3466,0.315111,0.177680,0.159905,0.347304
train3467,0.002225,0.894847,0.060833,0.042096
train3468,0.282002,0.134782,0.481497,0.101719
